class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0.47498464584350586,0.8029823303222656,-6.71303894250741e-07,0.5638868808746338,0.7476173043251038,-0.05250108614563942,0.6238744258880615,0.6290874481201172,-0.06116786599159241,0.6388947367668152,0.5205870270729065,-0.06509248167276382,0.6626861095428467,0.4454209804534912,-0.06156070902943611,0.5672411322593689,0.558002233505249,-0.0023699933663010597,0.5400873422622681,0.500803530216217,-0.05232905223965645,0.5241237282752991,0.5760620832443237,-0.07772219926118851,0.5283327698707581,0.6339759826660156,-0.08251091092824936,0.5051478147506714,0.5678806900978088,0.013166993856430054,0.46940845251083374,0.516542375087738,-0.053383976221084595,0.47575342655181885,0.6130265593528748,-0.0721190795302391,0.49304184317588806,0.6778475046157837,-0.06342270970344543,0.4517689645290375,0.584333598613739,0.01689223200082779,0.41771236062049866,0.5513864159584045,-0.052188511937856674,0.4401392340660095,0.6426758766174316,-0.052478741854429245,0.46513524651527405,0.7022113800048828,-0.028503313660621643,0.4038919508457184,0.602513313293457,0.017479203641414642,0.3800768256187439,0.5645503997802734,-0.027614472433924675,0.39499345421791077,0.6235592365264893,-0.02722030133008957,0.41699686646461487,0.6642661690711975,-0.010681424289941788
A,0.47845757007598877,0.7974671721458435,-1.0605236866467749e-07,0.5654623508453369,0.7480204701423645,-0.099794901907444,0.624173104763031,0.6477484703063965,-0.13634517788887024,0.643383800983429,0.5578108429908752,-0.15947604179382324,0.6497179865837097,0.49651283025741577,-0.17357560992240906,0.5888209342956543,0.5638787150382996,-0.05815288797020912,0.5615501999855042,0.5148885846138,-0.1584307998418808,0.5399326086044312,0.5921515226364136,-0.21972015500068665,0.5294160842895508,0.6529894471168518,-0.23967699706554413,0.5175115466117859,0.5690774917602539,-0.025391941890120506,0.4851554334163666,0.5239659547805786,-0.13954876363277435,0.48725542426109314,0.6236696243286133,-0.18148833513259888,0.49393242597579956,0.6929542422294617,-0.17870377004146576,0.45943254232406616,0.5850323438644409,-0.009153676219284534,0.43076014518737793,0.557701826095581,-0.11567326635122299,0.44581106305122375,0.6539735794067383,-0.12378380447626114,0.46077966690063477,0.7144915461540222,-0.09418214112520218,0.40265849232673645,0.5970023274421692,0.0007958585047163069,0.39005106687545776,0.5633328557014465,-0.06335575133562088,0.4000670909881592,0.6302111744880676,-0.06339187920093536,0.41783541440963745,0.6732713580131531,-0.04048297926783562
A,0.5057005286216736,0.7714471817016602,-3.2603389854557463e-07,0.6027019023895264,0.7300211787223816,-0.03778323903679848,0.6503489017486572,0.618428111076355,-0.04803705960512161,0.667497992515564,0.5290126800537109,-0.057182472199201584,0.6922169327735901,0.46444636583328247,-0.060512542724609375,0.6020178198814392,0.5473749041557312,-0.026240605860948563,0.6316347122192383,0.5277525186538696,-0.08415185660123825,0.6147117018699646,0.599649965763092,-0.10982745885848999,0.5961547493934631,0.6567017436027527,-0.11545570194721222,0.5428692698478699,0.5456669926643372,-0.02488039992749691,0.5744979381561279,0.5324211120605469,-0.09865026921033859,0.5663534998893738,0.6218973398208618,-0.11627703160047531,0.5560315251350403,0.6886492967605591,-0.10915771126747131,0.484521746635437,0.5572850108146667,-0.032123465090990067,0.5136897563934326,0.5519101619720459,-0.10545521974563599,0.5203943252563477,0.6441057324409485,-0.10026152431964874,0.5174323320388794,0.7062665820121765,-0.07498356699943542,0.42192262411117554,0.5731143355369568,-0.041395701467990875,0.4584127962589264,0.5672757625579834,-0.09324777126312256,0.4730507731437683,0.6338808536529541,-0.08974148333072662,0.4783205986022949,0.6760219931602478,-0.07190030068159103
A,0.49015089869499207,0.8076725006103516,-9.021290452437825e-07,0.3854619562625885,0.7457682490348816,-0.022131232544779778,0.3258458971977234,0.6341449022293091,-0.022120092064142227,0.31254860758781433,0.5420929193496704,-0.027557069435715675,0.2895427346229553,0.47214508056640625,-0.027516130357980728,0.378328800201416,0.5712685585021973,0.0337996743619442,0.3687852621078491,0.5121256113052368,-0.016196126118302345,0.37913259863853455,0.5855928063392639,-0.049265071749687195,0.38746070861816406,0.6491153836250305,-0.06061237305402756,0.4457497000694275,0.5702505707740784,0.028811682015657425,0.42873066663742065,0.5207520127296448,-0.029340310022234917,0.43299394845962524,0.6137699484825134,-0.05138956382870674,0.4387098252773285,0.6832889914512634,-0.0480295829474926,0.5105220079421997,0.5802614688873291,0.013329717330634594,0.48944762349128723,0.5406296253204346,-0.04460706561803818,0.48283132910728455,0.6357187032699585,-0.03852725028991699,0.4817292094230652,0.7059835195541382,-0.013710180297493935,0.5751795768737793,0.5972222685813904,-0.004401658196002245,0.554061770439148,0.5548994541168213,-0.039465051144361496,0.534353494644165,0.6176024675369263,-0.027429359033703804,0.5238711833953857,0.66575688123703,-0.005270539782941341
A,0.49260520935058594,0.8644898533821106,-8.674032301314583e-07,0.5976836085319519,0.7942138910293579,-0.062145259231328964,0.662339985370636,0.6696615815162659,-0.07935086637735367,0.6817423701286316,0.5487083792686462,-0.09245886653661728,0.7071249485015869,0.4585113823413849,-0.09966006129980087,0.5999122262001038,0.5794779062271118,-0.012524869292974472,0.5704824328422546,0.5215965509414673,-0.07713653892278671,0.5534539818763733,0.6013277173042297,-0.11553753912448883,0.5514888167381287,0.6731128692626953,-0.12685826420783997,0.5238273739814758,0.5853062868118286,0.0033143474720418453,0.4881283938884735,0.5420489311218262,-0.07635526359081268,0.48760396242141724,0.6480834484100342,-0.1025594025850296,0.4982420802116394,0.7297390699386597,-0.09704019874334335,0.4579859673976898,0.6006255745887756,0.005563650280237198,0.4254717230796814,0.5700384378433228,-0.07411893457174301,0.44680094718933105,0.6737898588180542,-0.07722525298595428,0.4745406210422516,0.7500877380371094,-0.0527123361825943,0.40102624893188477,0.6216342449188232,0.00336164771579206,0.37997692823410034,0.5905977487564087,-0.05074591189622879,0.3976994752883911,0.6594871282577515,-0.052509233355522156,0.42342066764831543,0.7078197598457336,-0.03525028005242348
A,0.491962730884552,0.8297130465507507,-7.835590167815099e-07,0.5998632311820984,0.7599378228187561,-0.03655654564499855,0.6629767417907715,0.6426180005073547,-0.04291161894798279,0.6842738389968872,0.5407128930091858,-0.05155251547694206,0.7050846219062805,0.46239420771598816,-0.055745482444763184,0.6040976643562317,0.5692424774169922,0.003555550239980221,0.6074338555335999,0.5092280507087708,-0.05417836830019951,0.5893206596374512,0.5787418484687805,-0.08647134900093079,0.5786275863647461,0.6427906155586243,-0.09447372704744339,0.534005343914032,0.5746158957481384,0.004674710799008608,0.5347710251808167,0.520645260810852,-0.06748511642217636,0.5253860354423523,0.6219277381896973,-0.08778566122055054,0.5261173844337463,0.7028432488441467,-0.0793975219130516,0.4676981568336487,0.5884466767311096,-0.0053704166784882545,0.46363455057144165,0.5519843697547913,-0.07790233194828033,0.47175344824790955,0.6547743678092957,-0.07284870743751526,0.4851365089416504,0.7279490232467651,-0.044227488338947296,0.40260714292526245,0.6084063053131104,-0.01803426630795002,0.4038562774658203,0.5577046871185303,-0.06153872609138489,0.41608643531799316,0.6229574680328369,-0.05099835619330406,0.42950665950775146,0.6726639270782471,-0.027578942477703094
A,0.48783519864082336,0.7760854363441467,-5.448274578156997e-07,0.5782859325408936,0.7171980738639832,-0.040558818727731705,0.6348488330841064,0.6134582757949829,-0.048670753836631775,0.6502793431282043,0.5233770608901978,-0.05495424568653107,0.6711423397064209,0.4563344717025757,-0.056507792323827744,0.578211784362793,0.5572764873504639,-0.0024941882584244013,0.5720055103302002,0.5036656260490417,-0.05455147102475166,0.5563397407531738,0.5659910440444946,-0.08457538485527039,0.5504989624023438,0.6233389377593994,-0.09256958961486816,0.5198206305503845,0.5615943074226379,0.0058572120033204556,0.509792149066925,0.514403223991394,-0.0580969899892807,0.5063839554786682,0.6015450358390808,-0.07744711637496948,0.5138198137283325,0.6680945754051208,-0.07090621441602707,0.4671270549297333,0.5731977820396423,0.0039467173628509045,0.45027244091033936,0.5411500930786133,-0.058918267488479614,0.46210283041000366,0.6273096203804016,-0.05683932080864906,0.47944843769073486,0.6862872242927551,-0.03357628732919693,0.41505688428878784,0.5883418321609497,-0.0006360405823215842,0.40496155619621277,0.555423378944397,-0.0398174524307251,0.418578177690506,0.6128664612770081,-0.03480865806341171,0.4365460276603699,0.6509953737258911,-0.016889113932847977
A,0.47903332114219666,0.7623080611228943,-1.0481302297193906e-06,0.3919760584831238,0.7208054661750793,-0.009021000936627388,0.3429933786392212,0.6249558925628662,-0.005738968960940838,0.33813220262527466,0.5445524454116821,-0.009440409019589424,0.3209913372993469,0.48410677909851074,-0.010009324178099632,0.39479154348373413,0.5662938356399536,0.033295974135398865,0.36905038356781006,0.5139748454093933,-0.007718123495578766,0.37440213561058044,0.5759463906288147,-0.03311549872159958,0.38549017906188965,0.6312403678894043,-0.04037583991885185,0.4473278224468231,0.5670967102050781,0.02357511967420578,0.41557577252388,0.5217416882514954,-0.02207515761256218,0.42163243889808655,0.6058186888694763,-0.037406258285045624,0.43405061960220337,0.6655142307281494,-0.032199177891016006,0.5008455514907837,0.5741505026817322,0.005689870100468397,0.46642208099365234,0.5346245765686035,-0.04272265359759331,0.4659878611564636,0.6239382028579712,-0.03618032857775688,0.47492915391921997,0.6844364404678345,-0.0137700866907835,0.5595086812973022,0.5863044857978821,-0.012983552180230618,0.5221261382102966,0.5452764630317688,-0.04273635521531105,0.5120673179626465,0.6027358770370483,-0.0317506268620491,0.5167268514633179,0.6450939774513245,-0.012191184796392918
A,0.5063408613204956,0.8227138519287109,-9.333048183179926e-07,0.40523645281791687,0.7691481709480286,-0.0521688386797905,0.34450793266296387,0.6465091705322266,-0.06695931404829025,0.3258143961429596,0.5415099859237671,-0.07892318814992905,0.30053117871284485,0.4627179205417633,-0.08233145624399185,0.3953638970851898,0.5685068964958191,-0.019300520420074463,0.41471996903419495,0.5092334151268005,-0.07588952779769897,0.43237704038619995,0.5949474573135376,-0.10459157824516296,0.4352368414402008,0.6611626148223877,-0.11307631433010101,0.46714115142822266,0.5706861615180969,-0.010765540413558483,0.47994327545166016,0.5231829285621643,-0.08281339704990387,0.4866226613521576,0.630125105381012,-0.10325121134519577,0.48489910364151,0.6986480951309204,-0.09821686148643494,0.5287702679634094,0.5864748954772949,-0.012143107131123543,0.5452836751937866,0.5452607870101929,-0.0850076898932457,0.535851240158081,0.6509696841239929,-0.07667502015829086,0.5212618112564087,0.7210707068443298,-0.04811321198940277,0.5822300910949707,0.6083534955978394,-0.016601623967289925,0.6027708649635315,0.5630205869674683,-0.06096656620502472,0.5861910581588745,0.6294262409210205,-0.04977349191904068,0.5636628270149231,0.6753635406494141,-0.0271283145993948
A,0.5142389535903931,0.8158591985702515,-9.302706871494593e-07,0.4177592992782593,0.751369833946228,-0.03485061600804329,0.3611517548561096,0.6415122747421265,-0.044438090175390244,0.3398762345314026,0.5462145805358887,-0.057668913155794144,0.31907886266708374,0.4709739685058594,-0.06465324759483337,0.4145438075065613,0.5735240578651428,0.01559421792626381,0.4181532561779022,0.5123825669288635,-0.03938675299286842,0.4356997311115265,0.5815948843955994,-0.0760389119386673,0.4455817937850952,0.6435853242874146,-0.089467853307724,0.478680282831192,0.5804938673973083,0.014906247146427631,0.48749005794525146,0.532095193862915,-0.049360234290361404,0.492291122674942,0.6256346106529236,-0.07463239878416061,0.488825261592865,0.6956074833869934,-0.07454204559326172,0.5361583232879639,0.5948182940483093,0.0033678582403808832,0.5458382368087769,0.5502198934555054,-0.05981362983584404,0.5359272956848145,0.6413462162017822,-0.0570964477956295,0.5221184492111206,0.7097662687301636,-0.03466348350048065,0.5887197852134705,0.6146195530891418,-0.011158175766468048,0.6026837825775146,0.5682730674743652,-0.049244146794080734,0.5880926847457886,0.6216793060302734,-0.040725432336330414,0.5694234371185303,0.6667968034744263,-0.02133539319038391
